description,url,price,rating,review_count,author,binding,bestseller
Donnie Baseball: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A02514393AF95PB9QO9B&url=%2FDonnie-Baseball-Novel-Tom-Gresham%2Fdp%2FB09Q12DYZQ%2Fref%3Dsr_1_484_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557164%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-484-spons%26psc%3D1&qualifier=1664557164&id=1289984555143434&widgetName=sp_atf_next,12.99,4.7 out of 5 stars,23,Tom Gresham,Paperback,No
Train To Nowhere (Jack Jones),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A1002864YHC3LQXLZO1Q&url=%2FTrain-Nowhere-Jones-Zander-Bingham%2Fdp%2F1949247163%2Fref%3Dsr_1_485_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557164%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-485-spons%26psc%3D1&qualifier=1664557164&id=1289984555143434&widgetName=sp_mtf,8.99,4.7 out of 5 stars,221,Zander Bingham,Paperback,No
Turbulent: A Post Apocalyptic EMP Survival Thriller (Days of Want Series Book 1),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A0131812140ILL891DUKZ&url=%2FTurbulent-Post-Apocalyptic-Survival-Thriller%2Fdp%2F1096036290%2Fref%3Dsr_1_486_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557164%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-486-spons%26psc%3D1&qualifier=1664557164&id=1289984555143434&widgetName=sp_mtf,12.99,4.4 out of 5 stars,2214,T. L. Payne,Paperback,No
Mariah Is Missing: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A08724542EI9RX9LDMVTP&url=%2FMariah-Missing-David-Henry-Nelson%2Fdp%2F1737717409%2Fref%3Dsr_1_487_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557164%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-487-spons%26psc%3D1&qualifier=1664557164&id=1289984555143434&widgetName=sp_mtf,9.99,4.1 out of 5 stars,35,David Henry Nelson,Paperback,No
The Spanish Daughter: A Gripping Historical Novel Perfect for Book Clubs,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A03391101FMRTU7OACO51&url=%2FSpanish-Daughter-Lorena-Hughes%2Fdp%2F1496736249%2Fref%3Dsr_1_489_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557164%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-489-spons%26psc%3D1&qualifier=1664557164&id=1289984555143434&widgetName=sp_mtf,11.16,4.1 out of 5 stars,3229,Lorena Hughes,Paperback,Editors' pick
Fear Thy Neighbor: A Riveting Novel of Suspense,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A0850050LDW4PWQ8V7NW&url=%2FFear-Thy-Neighbor-Fern-Michaels%2Fdp%2F149673713X%2Fref%3Dsr_1_490_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557164%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-490-spons%26psc%3D1&qualifier=1664557164&id=1289984555143434&widgetName=sp_mtf,12.49,4.2 out of 5 stars,3995,Fern Michaels,Hardcover,No
Chatroom with a View,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A064043710XFEO940B2DR&url=%2FChatroom-View-Glenn-Maynard%2Fdp%2F1734786507%2Fref%3Dsr_1_491_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557164%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-491-spons%26psc%3D1&qualifier=1664557164&id=1289984555143434&widgetName=sp_mtf,8.26,4.3 out of 5 stars,24,Glenn Maynard,Paperback,No
OFF GRID: Is There Anywhere Left to Hide from the Surveillance State?,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A07199882NNP7ZFNV4ICB&url=%2FOFF-GRID-There-Anywhere-Surveillance%2Fdp%2F0578713306%2Fref%3Dsr_1_492_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557164%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-492-spons%26psc%3D1&qualifier=1664557164&id=1289984555143434&widgetName=sp_mtf,14.99,4.5 out of 5 stars,217,J. P. Redding,Paperback,No
Wingwalkers: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A02368033QYZAD7UN9I2E&url=%2FWingwalkers-Novel-Taylor-Brown%2Fdp%2F1250274591%2Fref%3Dsr_1_529_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-529-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_atf_next,19.89,4.2 out of 5 stars,63,Taylor Brown,Hardcover,No
First Strike (A Brady Hawk Novel),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A05158622REOD9S571QZD&url=%2FFirst-Strike-R-J-Patterson%2Fdp%2F0999457705%2Fref%3Dsr_1_530_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-530-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_atf_next,12.99,4.2 out of 5 stars,1057,R.J. Patterson,Paperback,No
Exploratory Tales: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A049503234QXY1GJKR03&url=%2FExploratory-Tales-Novel-Laura-Clementz%2Fdp%2F1734049766%2Fref%3Dsr_1_531_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-531-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_atf_next,6.01,3.7 out of 5 stars,6,Laura Clementz,Paperback,No
Where Fallen Secrets Lie,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A07745852FP7GXTECJHQ6&url=%2FWhere-Fallen-Secrets-Keyonna-Griffin%2Fdp%2FB08DC69LL1%2Fref%3Dsr_1_532_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-532-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_atf_next,11.99,4.2 out of 5 stars,14,Keyonna Griffin,Paperback,No
Montana Cowboy Romance (Wyatt Brothers of Montana),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A0548339W6G3OEW09GON&url=%2FMontana-Cowboy-Romance-Wyatt-Brothers%2Fdp%2F1951786912%2Fref%3Dsr_1_533_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-533-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_mtf,9.99,4.6 out of 5 stars,452,Jane Porter,Paperback,No
The Lockhart Women: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A014578532WHYZOXPBKZJ&url=%2FLockhart-Women-Novel-Mary-Camarillo%2Fdp%2F1647421004%2Fref%3Dsr_1_534_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-534-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_mtf,15.99,4.4 out of 5 stars,151,Mary Camarillo,Paperback,No
When We Return: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A10061793SJ99CN3V6GRF&url=%2FWhen-We-Return-Eliana-Tobias%2Fdp%2F1632995344%2Fref%3Dsr_1_535_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-535-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_mtf,16.95,4.3 out of 5 stars,11,Eliana Tobias,Paperback,No
Quincy,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A0548926UB04WYQ7IEOX&url=%2FQuincy-Everett-Heath%2Fdp%2F0996649522%2Fref%3Dsr_1_536_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-536-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_mtf,9.99,5.0 out of 5 stars,1,Everett Heath,Paperback,No
Lucky Turtle,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A03620693VI830ESSPQN1&url=%2FLucky-Turtle-Bill-Roorbach%2Fdp%2F1643750976%2Fref%3Dsr_1_537_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-537-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_mtf,21.99,4.3 out of 5 stars,122,Bill Roorbach,Hardcover,No
The Lies I Tell: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A0921365EE78T5UX8D1K&url=%2FLies-I-Tell-Novel%2Fdp%2F1728247594%2Fref%3Dsr_1_538_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-538-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_mtf,15.34,4.4 out of 5 stars,3418,Julie Clark,Hardcover,Editors' pick
"The House of Fortune (The Miniaturist, 2)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A08747373ILQ06KN46DH1&url=%2FHouse-Fortune-Miniaturist-2%2Fdp%2F1635579740%2Fref%3Dsr_1_539_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-539-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_mtf,23.99,4.4 out of 5 stars,793,Jessie Burton,Hardcover,Editors' pick
Voro,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A02908817S42ULUY0TCB&url=%2FVoro-M-M-Perry%2Fdp%2F1079170308%2Fref%3Dsr_1_540_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557166%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-540-spons%26psc%3D1&qualifier=1664557166&id=7148376370255130&widgetName=sp_mtf,12.99,4.3 out of 5 stars,84,M.M. Perry,Paperback,No
If You Cherish Me: A Small Town Romance (A Sugar Maple Novel),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A09095133EZ5AXCWR2Z3M&url=%2FIf-You-Cherish-Me-Romance%2Fdp%2F1953396151%2Fref%3Dsr_1_577_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-577-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_atf_next,9.99,4.7 out of 5 stars,75,Ciara Knight,Paperback,No
Red Mountain: A Novel (Red Mountain Chronicles),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A10443341KA09OXG7XOBJ&url=%2FRed-Mountain-Novel-Boo-Walker%2Fdp%2F0991301870%2Fref%3Dsr_1_578_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-578-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_atf_next,14.52,4.2 out of 5 stars,8194,Boo Walker,Paperback,No
"The Clock Strikes Twelve: Tales of Mystery, Suspense and the Supernatural",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A09641942CCS84WJ5YNWU&url=%2FClock-Strikes-Twelve-Suspense-Supernatural%2Fdp%2FB09FC86JVW%2Fref%3Dsr_1_579_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-579-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_atf_next,14.95,4.6 out of 5 stars,6,Andrew LaRell Fry,Paperback,No
I Had to Leave,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A02368954F9F10GMMT33&url=%2FHad-Leave-Donna-Jean-Picerno%2Fdp%2FB08QRVHYR9%2Fref%3Dsr_1_580_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-580-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_atf_next,13.99,4.2 out of 5 stars,62,Donna  Jean Picerno,Paperback,No
Cities of Men: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A00873612LEM6EJEDBM1I&url=%2FCities-Men-Novel-William-Jensen%2Fdp%2F1683366662%2Fref%3Dsr_1_581_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-581-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_mtf,15.99,4.7 out of 5 stars,26,William Jensen,Paperback,No
"The Völva’s Apprentice: A Norse Fiction Story of Magic, Mythology & Romance",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A08541861AI8G22H0LOWD&url=%2FV%25C3%25B6lvas-Apprentice-Fiction-Mythology-Romance%2Fdp%2FB0BF2YP3VG%2Fref%3Dsr_1_582_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-582-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_mtf,9.99,4.0 out of 5 stars,2,Living History,Paperback,No
Death and the Security Guard: A Christian Detective Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A01427743SK3SYKTQLE7H&url=%2FDeath-Security-Guard-Christian-Detective%2Fdp%2FB086G191BZ%2Fref%3Dsr_1_583_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-583-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_mtf,6.44,3.9 out of 5 stars,16,Nick Moore,Paperback,No
Fallen Secrets Die,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A0681243H1TQWHZYURP0&url=%2FFallen-Secrets-Die-Keyonna-Griffin%2Fdp%2FB09JJ7H7W3%2Fref%3Dsr_1_585_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-585-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_mtf,17.22,4.9 out of 5 stars,9,Keyonna A. Griffin,Paperback,No
Universe Olympics: Heat 1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A0966769RZPY238NQJH9&url=%2FUniverse-Olympics-Heat-Amanda-Dubin%2Fdp%2F0986174254%2Fref%3Dsr_1_586_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-586-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_mtf,17.95,4.9 out of 5 stars,27,Amanda Dubin,Paperback,No
First Sight: A Tori Cooper Novel: First Sight: A Tori Cooper Novel (The Tori Cooper Novels),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A02335991LNQEQ9CVVSQL&url=%2FFirst-Sight-Cooper-Novel-Novels%2Fdp%2F0989418650%2Fref%3Dsr_1_587_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-587-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_mtf,14.99,4.2 out of 5 stars,7,Vicki Stewart,Paperback,No
The Sage's Tower: An Epic Fantasy LitRPG Novel (The Plainswalker Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A0433784J88584MSCD2Q&url=%2FSages-Tower-Fantasy-LitRPG-Plainswalker%2Fdp%2FB09NGR6DBB%2Fref%3Dsr_1_588_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557168%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-588-spons%26psc%3D1&qualifier=1664557168&id=6282386630644763&widgetName=sp_mtf,17.99,4.7 out of 5 stars,433,M.A. Rothman,Paperback,No
Sin of Omission: A Novel of Suffolk Square,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A013105820F4JYFMMPS31&url=%2FSin-Omission-Novel-Suffolk-Square%2Fdp%2FB08BWBHKTP%2Fref%3Dsr_1_625_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-625-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_atf_next,9.89,4.5 out of 5 stars,23,David Evans Katz,Paperback,No
At the End of the World: A Novel (Unbound Worlds),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A02635181BPIVLCR419GB&url=%2FAt-End-World-Kevin-Fellows%2Fdp%2F1735130001%2Fref%3Dsr_1_626_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-626-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_atf_next,16.95,4.0 out of 5 stars,12,Kevin J Fellows,Paperback,No
The Dawning: A Horror Novel (The Dreadful Death),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A05125112QXZKM9ACXLHN&url=%2FDawning-Horror-Novel-Dreadful-Death%2Fdp%2FB09XDHZXSJ%2Fref%3Dsr_1_627_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-627-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_atf_next,7.99,4.7 out of 5 stars,12,Ezekiel Kincaid,Paperback,No
Journey of a JuBu: How a neurotic Jew found his inner Bu,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A01518123QVPDIGEDP1ZM&url=%2FJourney-JuBu-neurotic-found-inner%2Fdp%2F0998429341%2Fref%3Dsr_1_628_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-628-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_atf_next,17.95,4.6 out of 5 stars,70,Blaine Langberg,Paperback,No
Van Helsing's Destiny,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A0119461TJPPQ5HRWBR8&url=%2FVan-Helsings-Destiny-mivian-hegarty%2Fdp%2FB095WBJPT3%2Fref%3Dsr_1_630_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-630-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_mtf,8.49,4.3 out of 5 stars,3,mivian hegarty,Paperback,No
